Symbol,Description,Market capitalization,Market capitalization - Currency,Price to earnings ratio,Price to earnings ratio forward,"Return on invested capital %, Trailing 12 months","Return on capital employed %, Trailing 12 months","Return on assets %, Trailing 12 months","Return on equity %, Trailing 12 months","Current ratio, Quarterly","Gross margin %, Annual","Operating margin %, Annual","Net margin %, Annual","Interest coverage, Annual","Debt to equity ratio, Quarterly","EBITDA interest coverage, Annual",Country or region of registration,"Free cash flow margin %, Annual","Free cash flow, Annual","Free cash flow, Annual - Currency","Performance %, Year to date","Performance %, 6 months","Performance %, 1 year","Performance %, 5 years",Price,Price - Currency,"Exponential moving average, 50, 1 day","Exponential moving average, 200, 1 day","Relative strength index, 14, 1 day",Sector,Industry,"Altman Z-score, Trailing 12 months","Piotroski F-score, Trailing 12 months",ISIN
6555,"Long Time Technology Co., Ltd.",56755156.456907995,USD,,,-12.2021816010323,-7.4586428220764365,-10.0396195553867,-12.5725023271758,2.74032137315397,2.50496571376432,-12.4939463913474,-20.3652363383408,-23.148244473342004,0.15618916340276,-12.841063430140153,Taiwan,-29.876869015115886,-12207768.284999998,USD,-36.16161616161616,-38.640776699029125,-34.43983402489627,-75.6923076923077,15.8,TWD,18.00094976052226,21.560873189224072,43.613495336127905,Process industries,Chemicals: specialty,2.2440379319007,4,TW0006555006
PREIT,Premiere Island Power REIT Corporation,56751899.19432,USD,,,-30.8682746096586,,-29.6554093991141,-30.8882159094453,2.332515726386,84.5665836761038,83.5790725061111,-399.806443645114,1287.3181703721577,0.000833009852908255,1454.5300286436748,Philippines,113.47383229980055,11293997.3835,USD,5.8823529411764754,-7.692307692307681,-51.351351351351354,-26.530612244897956,1.08,PHP,1.1063930783124896,1.2345627487053823,49.18382760516854,Finance,Real estate investment trusts,9.50074250710963,,PHY7092R1078
JEV,Jericho Energy Ventures Inc,56744481.8419,USD,,,-147.010077356186,-60.138508031829765,-86.5885828262595,-147.010077356186,0.0184733166639616,,,,-22.27181414686081,0.997704504220242,-19.670406619952278,Canada,,-2433185.634,USD,199.99999999999997,152.6315789473684,128.57142857142858,-66.66666666666667,0.24,CAD,0.2011793626098425,0.14959383099275214,56.37059399346314,Energy minerals,Oil & gas production,-11.9129251076381,2,CA4763392053
IFRX,iFOREX Financial Trading Holdings Ltd,56739678.827,USD,,,,,,,,,,,,,,Israel,,,,-8.641975308641975,-8.641975308641975,-8.641975308641975,-8.641975308641975,185,GBX,192.02254642286027,,39.78692416888495,Miscellaneous,Miscellaneous,,,GG00BN7RXN80
PREMIERBAN,The Premier Bank PLC,56729567.119977,USD,,,-18.2794899526946,-4.094580856515337,-2.73059761141881,-65.1585868866589,0.154109673488104,,-765.0330749471902,-767.6916716421754,,5.423564932016539,,Bangladesh,-20.036908821999656,-50859900.2484,USD,47.50000000000001,34.090909090909086,-18.05555555555555,-51.55034737337504,5.9,BDT,5.116699059506453,5.227338257760894,71.34040460625984,Finance,Major banks,,,BD0140PRMRB8
STKS,"The ONE Group Hospitality, Inc.",56723351.99999999,USD,,6.1371568849300235,-10.4664960357661,5.579712122548792,-9.00963929921367,-52.0279826725609,0.378879289541001,11.9000101772075,5.43102956106449,-11.4482414530074,1.036893986067011,5.56407832545577,2.060352589924648,United States,-3.3856590734769565,-27279000,USD,-1.1049723756906087,-13.942307692307693,-36.07142857142856,-84.63519313304721,1.79,USD,1.8391658462002929,2.0730487086762928,48.18203092333626,Consumer services,Restaurants,0.865854447616732,3,US88338K1034
TORA,Tourah Cement Co,56712823.838369995,USD,,,,,,,,,,,,,,Egypt,,,,-5.625087891998312,-7.942386831275729,45.6696331669199,910.6927710843374,67.11,EGP,70.0327573503974,60.03440011148303,43.88429057320503,Non-energy minerals,Construction materials,,,EGS3C311C015
CLCS,"Cell Source, Inc.",56690277.99999999,USD,,,,,-1235.81593637175,,0.0202432195944212,,,,-1.3423286150621556,,-1.3423286150621556,United States,,-2731430,USD,37.216666666666676,-8.52222222222222,105.82499999999999,-55.49729729729729,0.8233,USD,0.8092384075469613,0.6641652764901009,50.44648430196656,Health technology,Biotechnology,-229.864671297037,4,US15114L1044
TAGM_B,TagMaster AB Class B,56688857.9494,USD,14.47675131885658,,11.2428004205967,15.32350592030908,7.47622392145363,13.1918357124969,1.83337134516261,10.9846635160524,9.33079794410005,4.66508860068033,5.900942161737764,0.245955414340565,9.351347814708191,Sweden,11.795353533681501,6168049.2,USD,96.66666666666666,54.58515283842795,113.25301204819274,12.738853503184714,35.4,SEK,37.99191141042958,29.800383668414508,39.02842928536275,Electronic technology,Semiconductors,3.84645382303091,9,SE0015950399
CAMP,PT Campina Ice Cream Industry Tbk,56684320,USD,13.247803653604796,,7.71348361190211,6.874686817897197,6.69497526848386,7.71348361190211,5.62886762925254,48.5249111816946,7.03013665243513,6.36908024873728,156.57227296195532,0,316.38116794994414,Indonesia,0.19611714046264972,138137.472,USD,-20.833333333333332,-21.559633027522935,-19.339622641509433,-44.83870967741935,171,IDR,174.6844423133997,194.72633430408558,49.15053159702764,Consumer non-durables,Food: meat/fish/dairy,5.65569881293773,7,ID1000141500
155A,"Information Strategy and Technology Co.,Ltd.",56683589.967048004,USD,22.257261627073586,,14.8683661126294,25.982481601682135,9.71137269241479,22.6842163685547,2.17149860833165,25.6026509158598,6.89770321792895,3.79459342448371,44.932661847128585,1.01206301685535,50.97262610673381,Japan,5.0008179991740205,2559061.764,USD,-36.02996254681648,-33.12451057165231,10.335917312661499,-16.35651322233105,854,JPY,861.4107259293978,906.1629297542436,49.788871871398456,Technology services,Information technology services,4.99772030924335,,JP3393700004
QXL,Quantum X Labs Inc.,56679662.882096075,USD,,,,,,,0.682064576950271,45.9528362014022,-68.3875079668579,-853.919694072658,-0.9728014505893019,0.10668332870498899,-0.20398912058023572,Israel,-220.7138304652645,-3463000,USD,163.97515527950307,142.85714285714286,-11.273486430062631,-99.12565832784728,4.25,USD,4.661851887420475,6.746509885253299,40.56692394906696,Electronic technology,Computer peripherals,,,US9267113002
RMN,RAM-ON INVESTMENTS & HOLDINGS (1999) LTD.,56679287.3679,USD,,,-10.4639947087517,0.007268861559988551,-9.89794455378439,-10.9817645442582,1.67253103076093,82.8370330265295,-4.06063887384949,-512.85868976719,-0.13345195729537365,0.0466504174777317,0.43060498220640564,Israel,185.21927449918786,2147224.86,USD,-21.915708812260537,-21.43407864302236,-29.088378566457898,-31.241565452091766,1019,ILA,1037.0641864932047,1159.1468893848335,45.40780286485145,Process industries,Chemicals: specialty,7.98372617094059,6,IL0010909435
066980,HANSUNG CLEANTECH CO. LTD.,56677248.428416,USD,,84.52380952380952,-2.89267984794678,0.47067429055312193,-1.49752789415738,-3.96520806448307,0.920037376755561,7.3051250805628,1.42813852405636,0.0529228572630794,0.9644349981043493,0.6852130702895801,3.5930395221203177,South Korea,0.279891395307845,385963.12649999995,USD,41.66001596169194,43.7246963562753,32.95880149812734,-69.26406926406926,1775,KRW,1654.6688132663378,1570.7727199901026,57.24875935299317,Technology services,Internet software/Services,0.61125205400551,7,KR7066980004
320000,"HanWool Semiconductor, Inc.",56654476.336832,USD,,,-51.758718819087,-13.146372485712096,-27.5236414827497,-75.0983726049993,1.14446700954511,11.1921530748455,-38.6862373508136,-195.59772729339,-3.5468990351732583,2.0860589340343902,-2.688153637919187,South Korea,-68.33506397095522,-5404045.7346,USD,7.264150943396227,9.855072463768115,-3.6440677966101696,-23.819095477386934,11370,KRW,12184.402409430095,11499.588476647301,45.70349944798919,Producer manufacturing,Industrial machinery,0.0355308510397017,3,KR7320000003
ELIN,ELINOIL HELLENIC PETROLEUM COMPANY S.A.,56644051.918,USD,,,-2.59253957064475,1.6400898564085231,-1.43045037502319,-3.80753870458877,1.85672688574237,2.22782056256842,0.264596822337645,0.00404805019232192,0.800576009552122,0.755955503947052,2.3324218204829488,Greece,3.3596265557335583,88233395.94579999,USD,-13.389121338912146,-10.389610389610398,-11.538461538461538,4.545454545454539,2.07,EUR,2.1130097067985667,2.2194520980446435,45.621827864856094,Distribution services,Wholesale distributors,11.8929008481397,4,GRS477003008
SAMTEL,Samart Telcoms Public Co. Ltd.,56643412.8843,USD,26.984126984126984,,1.86265611830715,4.507965072141227,1.06550042756257,1.9147074243656,1.73340633627229,12.9658093116458,4.24234363616176,1.86127703448814,5.733708164152229,0.160208029463344,20.917613821947516,Thailand,3.4851254911197893,5949749.541999999,USD,-26.442307692307693,-24.630541871921174,-41.714285714285715,-55.652173913043484,3.06,THB,3.2127792284533676,3.7838059869251253,44.22703106466528,Technology services,Information technology services,2.14499152989532,6,TH0594010Z02
2187,Zhixin Group Holding Limited,56605347.78080001,USD,,,-9.77002527872863,-8.231596406495738,-4.77557242919287,-16.6407214780321,0.841162871284568,4.65359860202099,-9.34536666196333,-10.5883161661222,-3.0119518592386836,1.57213611047627,-1.2781596665151747,China,-25.31901269850864,-19499346.764399998,USD,-3.921568627450984,-37.17948717948718,22.49999999999999,-66.20689655172414,0.49,HKD,0.5845647751380469,0.6431945559441542,35.3898797190874,Non-energy minerals,Construction materials,0.376110711152723,4,KYG989A41070
JIHD,PT Jakarta International Hotels & Development Tbk,56605000.976552,USD,,,-5.48635872149409,-5.165742677505413,-3.11817296552896,-5.97844870727937,0.859466215057819,72.1182568604991,-16.4993462529105,-12.5275190483647,-12.429065861275989,0.184336926604217,-3.7373985983257847,Indonesia,21.798836725230597,21095072.46,USD,-22.45614035087719,-40.270270270270274,-30.393700787401574,5.238095238095238,442,IDR,435.47972249990016,520.1209987397517,58.08693459074791,Finance,Real estate development,0.553157785105396,3,ID1000097900
SUNVIEW,Sunview Group Bhd,56598898.8,USD,78.72340425531914,,1.42309501538262,4.670168665888843,0.585883589026703,1.87035431560097,1.17191652981408,13.0245932189077,-12.5109148408818,-18.5415865167889,-3.552181683835147,1.6933467628066299,-3.019938272189422,Malaysia,-22.51239492078726,-13490174.376,USD,1.3698630136986314,5.71428571428572,-12.941176470588234,-37.81512605042016,0.37,MYR,0.36941069864758685,0.37327532936585023,49.48843055212157,Industrial services,Engineering & construction,1.09486012001119,,MYQ0262OO004
CLC,Columbus Energy SA,56590541.925119996,USD,2.108036890645586,,-435.362933777845,-60.05695280742566,-14.9825140727035,,1.20972927822784,-3.24197519077463,-5.61480915718192,-24.7082972469807,-2.0054804530507853,2.8061159866099703,-0.72220192424796,Poland,-13.036777392098967,-10636698.8,USD,-25.291828793774314,-17.860962566844922,-43.529411764705884,-88.81770529994176,3.84,PLN,2.879700326079616,4.119876230091748,81.25180650944462,Utilities,Alternative power generation,1.35780554370641,4,PLSTIGR00012
JGICL,Jubilee General Insurance Co. Ltd.,56579715.826524,USD,3.522277481199827,,22.8085025916939,25.29126687679664,10.4527901348716,22.8085025916939,0.625721364260577,,41.2754732637126,24.9245348603209,,0.00039478378353263304,,Pakistan,17.642696943471922,10048130.288,USD,-3.406593406593414,-4.686746987951808,4.781456953642383,85.26932084309132,79.11,PKR,78.22261449494573,75.08461441437528,49.746532442051155,Finance,Multi-line insurance,,,PK0001901013
DRE,Dreadnought Resources Limited,56575055.8812,USD,,,-11.7420471161477,-5.079497997910336,-11.5843350894904,-11.7577284241453,25.3730705231705,,,,-160.85122242098984,0.00148792060265392,-148.72391174716753,Australia,,-1100703.4346,USD,-46.42857142857143,-31.818181818181817,24.999999999999993,-63.41463414634146,0.015,AUD,0.014746735117892719,0.018726184072998385,54.11216120403302,Non-energy minerals,Precious metals,96.2403230021051,4,AU0000040297
ENSRI,Ensari Sinai Yatirimlar A.S.,56565491.771249995,USD,,,-5.31377349456728,-3.1256990898867882,-3.4248152514563,-5.54040297570026,1.80643024755604,6.35219273680656,-8.83627436791298,-16.4010102100611,-0.8495997889503067,0.28734909860652197,0.23009216184588463,Turkey,-9.977425721437506,-1055479.1104000001,USD,-69.73913043478261,-82.40053944706676,-55.4712417071159,407.04956744640754,5.22,TRY,7.812408343008207,14.561093302488413,35.47408359081197,Consumer non-durables,Consumer sundries,11.0885417657206,3,TREENSR00026
XPL,XPLUS S.A.,56562321.85051,USD,22.011661807580175,,39.6820125368425,38.95312966464324,21.0053287919574,40.1191950139551,1.71141653735314,17.3381775805042,16.1591060992956,14.5481654127607,72.53076923076922,0.0166064698492462,97.31538461538462,Poland,26.614796661582496,4320446,USD,18.431372549019617,22.764227642276428,-16.80440771349862,-13.714285714285714,3.02,PLN,3.0265855021381967,2.7878297816401063,44.59936463268709,Technology services,Information technology services,6.28659309510171,7,PLXPLUS00013
980,"Lianhua Supermarket Holdings Co., Ltd. Class H",56550314.420600004,USD,,,-6.64487556644598,-53.62463337453356,-1.07381558080416,,0.594827902303926,9.8322593073564,-10.6644991817012,-1.12798779043552,-11.10335688169175,,-4.671379820883494,China,-2.266559507620931,-56059978.6842,USD,-12.499999999999995,-18.840579710144915,-37.77777777777778,-71.71717171717172,0.28,HKD,0.28995059647528604,0.3299979899479946,49.31551475327362,Retail trade,Specialty stores,0.0621361422153872,3,CNE1000003P2
GFLLIMITED,GFL Ltd,56548317.347839996,USD,8.673607967406065,,,,,,,,50.8816120906801,1134.00503778338,,,,India,,,,-18.481960517358747,-4.9603174603174605,-23.34773563770204,-31.814946619217082,47.9,INR,47.02812226484781,50.53640556754711,51.890610694460555,Consumer services,Movies/Entertainment,,,INE538A01037
MAGNAELQ,Magna Electro Castings Limited,56516106.973519996,USD,30.009254762537456,,12.4906486625179,16.127849796163616,9.82533563935814,13.4701013985224,2.51878608883269,13.184883305674,9.8652395857404,9.70238220280235,19.066788469346324,0.102625729570475,27.946000812017864,India,-17.858380774320946,-3636101.1849999996,USD,49.628783552255854,41.1713993210841,12.639724849527084,612.150040771949,1310,INR,1164.828001499581,1062.0589973202152,66.68133574170959,Producer manufacturing,Metal fabrication,7.15908747266826,5,INE437D01010
RIDDHI,Riddhi Siddhi Gluco Biols Limited,56510854.15648,USD,,,1.23361529153409,-1.1843256310710923,1.04039200316389,1.301608346522,3.89956404333356,5.7828455322817,-8.70324930748745,8.43930376040783,-1.1702117955588496,0.187313231684547,-0.7007382913827997,India,14.826107585477017,3738967.8449999997,USD,74.42396313364056,51.097804391217565,49.575182770203504,86.3155349819231,757,INR,733.1120962420655,632.1540415363012,52.13553829332494,Process industries,Pulp & paper,,,INE249D01019
CINTAC,Cintac S.A.,56509375.88099,USD,,,-18.808226536561,-2.9781362795370856,-8.08853775846409,-59.8651484334904,0.729926412493933,12.9614089266332,2.18690208452217,-8.75096505656072,0.2808391407604357,7.02292850402554,0.8505998994487963,Chile,-15.894901145769524,-59758867.84448,USD,-46.07317363842211,-46.303548119140856,-15.829613095238091,-86.19150984685098,45.25,CLP,55.92042984832895,66.69037987980367,4.410698756596105,Non-energy minerals,Steel,0.54779006105368,4,CLP2737N1082
FLEXQ,FlexQube AB,56503592.8352,USD,,10.973585013218182,-65.8936455181309,-54.69856050168656,-14.2774611517306,-75.1456695140578,1.10679483563376,-23.5161618369655,-27.3140272009276,-30.4418487506772,-13.626837363679469,1.03950864023008,-11.3959222380275,Sweden,-23.522814754269746,-2677950,USD,266.6666666666667,292.85714285714283,264.9289099526066,-58.849034665648446,38.5,SEK,30.55111702775078,21.594513743288292,67.38843181330489,Producer manufacturing,Industrial machinery,0.617004457817061,3,SE0010547075
7530,Forward Science Corp.,56486750.284614995,USD,,,,,-4.97893729740536,-8.17460029048469,,8.17388697346725,-47.0885924149303,-52.688352570829,-11.320743837393685,,-6.191581375234251,Taiwan,-21.54519562284515,-1144973.18,USD,159.45696967907259,110.55555555555554,122.69467416379389,-29.240908223621403,37.9,TWD,37.89963407703637,31.358437605624065,51.57984646855778,Producer manufacturing,Industrial machinery,,,TW0007530B11
9445,"Forval Telecom, Inc.",56476988.659908004,USD,10.702097214680107,,23.4795917177149,32.18486590901051,8.67799553035445,23.4795917177149,1.28623520776409,22.7594917267165,5.16626844798665,4.11091073298308,288.360884749709,0,385.4218859138533,Japan,2.915499677157757,4401880.034,USD,-5.594405594405594,-4.929577464788732,-1.2797074954296161,48.760330578512395,540,JPY,537.1598982492917,544.6313213916212,55.1067584938739,Communications,Wireless telecommunications,4.3283634253956,,JP3802760003
KPPROP,Kerjaya Prospek Property Bhd.,56461413.828,USD,19.784172661870507,8.59375,1.19039096452515,3.0263864999123595,0.917899652063509,2.34219398138798,2.50753731187944,45.0502019994151,17.0177737823172,6.12334420050473,2.976039397670234,0.976641545571887,4.424377308457241,Malaysia,-24.105083020134956,-10976412.600000001,USD,-9.836065573770483,-15.384615384615381,-14.570840872068308,-57.28542109950152,0.275,MYR,0.2825719482135648,0.3085757887897671,43.65102236908214,Finance,Real estate development,0.80059382139615,6,MYL7077OO000
4374,ROBOT PAYMENT INC.,56445764.75658,USD,15.990593768371546,,53.3062493515229,75.02594482304089,7.7428464392275,53.3062493515229,0.967622326789916,90.9979499059708,23.7803844448348,16.6478321698937,,0,,Japan,117.44053928896498,24403343.256,USD,-18.236472945891784,4.974271012006861,-10,-34.281879194630875,2448,JPY,2358.9885278053052,2477.0619062240867,63.071994221491344,Technology services,Packaged software,1.58000114338222,,JP3985100001
2616,"Shan-Loong Transportation Co., Ltd.",56444799.70059,USD,,,,,-9.90286395577955,-28.7616013871045,,2.06136439931822,-9.85120640514665,-10.3813948348163,-10.389780683092871,,-3.9778620147242747,Taiwan,-3.8456479169361275,-10023804.915,USD,0.37453183520599787,-1.1070110701107037,-6.293706293706295,-61.27167406194648,13.4,TWD,13.66503332071941,14.49854359843759,45.32468529750066,Retail trade,Specialty stores,,,TW0002616000
LITB,"LightInTheBox Holding Co., Ltd.",56434659,USD,5.94194428209624,,,,14.5342085271894,,0.403885066774585,65.0317633684773,3.22002541069484,3.69079196665388,424.88218127732387,,519.0584041756266,Singapore,2.750597140435863,6186320,USD,29.787234042553177,17.98839458413926,127.61194029850743,-69.56087824351297,3.05,USD,3.072259037260453,2.661633572757231,46.56712213535811,Retail trade,Apparel/Footwear retail,-1.88976362749063,,US53225G2012
LTH,Linz Textil Holding Aktiengesellschaft,56430602.308,USD,50.09373367343803,,1.33317014031572,0.694775945648936,1.1421074917279,1.33981874184586,4.57771825270271,13.4444687481621,-7.60514047226996,1.495881561885,-133.82192741196138,0.00738276411565383,-39.744377932373396,Austria,11.05313463864218,8471740.629999999,USD,-30.34188034188034,-30.34188034188034,-34.8,-43.793103448275865,163,EUR,191.92955253200887,216.3709864505369,37.556298025884814,Process industries,Textiles,5.51650927700979,5,AT0000723606
6047,"Gunosy, Inc.",56426231.610324,USD,,66.10169491525423,-0.10809836951626,1.6526734423331861,-0.0933089693246763,-0.109394229454396,4.42424242424242,45.7848160223568,2.90327588883714,-0.186306474149977,187,0.006628699467836801,337,Japan,10.371060394348703,4193035.9999999995,USD,-26.41509433962264,-30.481283422459892,-41.70403587443946,-42.13649851632047,390,JPY,417.01685273473413,506.8513538432128,49.36026867057417,Technology services,Packaged software,5.39820220760946,5,JP3273820005
APF,Accelerate Property Fund Ltd.,56424974.5484,USD,,,-0.893286974085762,,-0.623937991267207,-1.24826686274206,0.0741751815419642,59.6176970982682,62.1480481836608,-6.02400781356662,1.1899637793177642,0.811629442072865,1.1993796485512984,South Africa,-4.666610655436415,-2086667.6,USD,-22.413793103448278,-38.35616438356164,2.272727272727273,-43.017235222049706,45,ZAC,48.87032665623079,53.843035956763536,39.891493973621294,Finance,Real estate investment trusts,-0.254143605463132,,ZAE000185815
BVR,Bellavista Resources Ltd,56403999.0864,USD,,,-57.9650341858033,-59.67155608693356,-55.9506018034368,-58.0444697698366,4.83312851592614,,,,-308.9337822671156,0.00304685800479735,-289.3696221473999,Australia,,-938570.5098000001,USD,-51.31578947368421,-58.659217877094974,39.622641509433954,42.3076923076923,0.37,AUD,0.3907588194308167,0.4824233996996552,50.056478037400815,Non-energy minerals,Other metals/Minerals,86.3939845677181,2,AU0000216913
M&G,Marine & General Bhd,56388505.651999995,USD,24.13793103448276,,4.2498856720435,9.809961290790747,3.10341216145452,14.6512363817187,1.02961601182442,27.4678560836469,18.9284198161211,7.26996237518972,2.4850740571079553,2.6099364554083,5.6536112383570005,Malaysia,3.774983862620012,3266522.8,USD,60.00000000000002,64.70588235294119,55.55555555555558,124.00000000000003,0.28,MYR,0.2809714927652943,0.24356518620318482,49.088346980240196,Industrial services,Engineering & construction,,,MYL5078OO000
NFCX,PT NFC Indonesia Tbk,56384534.33592,USD,,,-0.194744184207582,0.2483370558727905,-0.0558162658454146,-0.291672212000804,1.45556475974661,2.97855585682417,0.157701162165504,0.13873256529599,0.870160633928576,1.5828731565332899,11.40825787780482,Indonesia,-0.25718736966202727,-628047.5814,USD,-12.023460410557185,-10.179640718562874,-18.256130790190735,-88,1500,IDR,1601.2796268704092,1676.1009302691505,35.88150891367836,Technology services,Internet software/Services,3.79182779081386,4,ID1000144504
3446,JTEC Corporation,56371532.398032,USD,159.43517847071146,26.122112211221122,1.84273830296381,2.2810165575423187,1.60809863969531,2.0855051422453,4.2862100478584,63.4677208252213,3.72599103447148,3.00040492122442,14.03929878636101,0.14729731719476,46.303409747640146,Japan,-2.517669289792713,-302801.35599999997,USD,30.61056105610561,-8.12536273940801,28.59463850528026,-58.61437908496732,1583,JPY,1639.239942150545,1646.9259620973476,50.299343556275666,Electronic technology,Electronic components,10.1636867681108,7,JP3386660009
CUBE,Cube Labs S.P.A.,56370713.169999994,USD,,,,,0.0107102617159553,0.0114984066493643,,,,0.35,,,,Italy,,,,-3.3057851239669453,-3.3057851239669453,0,16.999999999999993,2.34,EUR,2.3599666506619004,2.3833799631068135,5.490966025193558,Finance,Investment managers,,,IT0005532483
KIRANVYPAR,Kiran Vyapar Ltd.,56358488.55952,USD,79.6812749003984,,,,,,,44.8276184614464,18.3269384387727,0.954370197982942,,,,India,-17.949137671385355,-2051890.463,USD,13.636363636363637,13.636363636363637,13.636363636363637,13.636363636363637,200,INR,193.59033707784008,,54.09433382837692,Finance,Investment banks/Brokers,,,INE555P01013
0117P0,"Piece Peace Studio Co., Ltd.",56358260.3936,USD,,,,,,,3.50481362826101,54.5341726113203,14.2323190552426,9.67419036351783,4.9441533371338116,0.19677568664093803,6.326981541169398,South Korea,22.783821116597807,18531752.611199997,USD,-82.78125,-82.78125,-82.78125,-82.78125,5510,KRW,,,38.81545185502794,Consumer non-durables,Apparel/Footwear,,,KR70117P0005
FBI,Alkis H. Hadjikyriacos (Frou Frou Biscuits) Public Ltd.,56358112.643999994,USD,10.735930735930737,,5.78612030398928,3.4842936807602816,4.87077757195718,5.97095452942792,2.26047636672646,37.1496324440609,11.3810748513094,18.0655921471886,11.362974307559318,0.09121922210595869,17.702719238344855,Cyprus,17.126056076678818,5087812.8886,USD,12.727272727272727,10.22222222222222,10.22222222222222,75.88652482269505,0.496,EUR,0.4572349517415568,0.4070492091301966,56.11164225525304,Consumer non-durables,Food: specialty/candy,2.58091366777573,8,CY0006650416
EMKEL,Emek Elektrik Endustrisi A.S.,56348102.11665,USD,109.07982937233393,,2.46656534824535,-0.9417641509128695,1.12012380901091,2.71586678282579,1.31050005777794,25.78432659972,-3.37047419753947,-6.46797147398223,-0.2861808564875365,0.381062868012964,0.040019307715460126,Turkey,-48.95190751776787,-9812837.5488,USD,-48.41498559077811,-16.35514018691589,-76.73814165042235,1195.3667841904462,17.9,TRY,20.04427681692076,29.172028966582978,36.5729735828757,Producer manufacturing,Industrial machinery,1.58427798770211,4,TRAEMKEL91L6
CDC,Cityland Development Corporation,56327227.36828,USD,3.8754764930114356,,7.042582887602,,5.12071697271671,7.04532509351254,5.06443858369299,59.3614395280577,35.5627233077932,23.6196087219782,31.20962979887995,0.04538662917592989,33.03849620512093,Philippines,14.661694347414489,6930756.351,USD,3.3898305084745797,5.172413793103453,3.3898305084745797,-22.808692530850138,0.61,PHP,0.5908509710920786,0.5851984417514713,55.079016947186766,Finance,Real estate development,2.29458341331995,,PHY122051295
MRSGI,"Metro Retail Stores Group, Inc.",56320112.7478,USD,5.070422535211268,,4.10490540477998,3.6303762957281354,2.99902223083507,7.09823909859218,1.70409869962392,13.7882399765944,1.52684557752765,1.64270405678146,1.2822451097461234,0.8295879872045341,3.790599344374278,Philippines,0.33481749024218815,2358359.268,USD,-6.086956521739117,-6.086956521739117,-6.896551724137918,-15.624999999999996,1.08,PHP,1.08547536903182,1.12906901887043,51.95982876033408,Retail trade,Food retail,2.48041977655255,7,PHY6033N1001
VOKS,PT Voksel Electric Tbk,56316725.609368,USD,,,-10.2147131432584,1.2309627176281395,-2.69001537970374,-10.2228436011928,1.0322302158224,8.02077086722344,0.482450321875684,-3.45186123170706,0.24935377778683165,2.00133074008044,1.3489247681237069,Indonesia,-1.3404971870350773,-1599031.8822,USD,-7.142857142857143,4.464285714285714,18.181818181818183,28.571428571428573,234,IDR,208.4782504065962,220.46933976447434,59.885304069940005,Producer manufacturing,Electrical products,1.22852957092161,3,ID1000083900
MCLEODRUSS,McLeod Russel India Limited,56311165.62696,USD,,,-33.2288887923263,-12.003502919444585,-4.0001484103645,-4015.99895941727,0.228840459299972,25.0210067654779,-7.53384904581641,-10.6982908722356,-0.5926809322611422,,-0.17650265776202806,India,2.1093391314893584,2603745.5,USD,-4.299778983323288,4.681318681318687,32.01219512195124,78.38950642735932,47.63,INR,54.92801319108354,51.32508460921865,36.73967774867659,Consumer non-durables,Food: specialty/candy,,,INE942G01012
ELRN,Elron Ventures Ltd,56303910.819800004,USD,5.695130557515879,,7.63820972084308,-3.841557531544002,6.22098226563379,8.24218547784418,10.8222102619304,,,,-7.433046723278918,0.0684169338830356,-7.068375183309873,Israel,,-2303496.5085,USD,-44.02635685798509,-33.55290242898312,-53.21739130434783,-71.9304347826087,322.8,ILA,378.09842816891063,463.4631156611971,35.0112458060852,Finance,Investment managers,3.3256787453145,3,IL0007490779
MCEHLDG,MCE Holdings Bhd.,56302315.824,USD,13.484162895927602,,9.42599002112644,12.299160463479666,7.6686935834168,10.6438896189225,3.57433717970893,25.5906913732236,12.6821852911034,15.6705936696733,14.728873619975555,0.129565603797715,18.14467481425895,Malaysia,-10.600206887265156,-3786710.3009999995,USD,-0.6666666666666673,4.195804195804199,0,131.0077519379845,1.49,MYR,1.4979246773144526,1.5074519857218258,44.319000159223535,Producer manufacturing,Auto parts: OEM,4.18666103960491,5,MYL7004OO004
97,Henderson Investment Limited,56293277.2766,USD,,,-4.93191019506809,,-3.09683383406517,-6.51434127369956,0.519626168224299,3.88283378746594,-3.54223433242507,-4.56403269754768,-1.5757575757575757,0.44223107569721104,6.787878787878788,Hong Kong,12.602179836512262,23765100,USD,-22.631578947368425,-27.227722772277236,6.521739130434768,-63.7037037037037,0.147,HKD,0.1523086240159696,0.16803282212844015,48.36731829049393,Retail trade,Department stores,1.05559442801847,,HK0097000571
303810,"DongKook Life Science Co., Ltd.",56292087.09696,USD,9.043743502070294,,6.07595085220645,9.274135998343102,4.08047638620407,6.73180362738998,1.70846089202609,24.1133395908434,10.0084274290173,6.64263348359144,9.548694349919813,0.293887488408111,14.241278604121087,South Korea,-5.028561319672486,-4522546.5363,USD,-30.16759776536313,-28.673323823109843,-44.38264738598443,-61.24031007751938,2500,KRW,2572.90129267481,3266.9265143791895,53.542781856185314,Health technology,Pharmaceuticals: major,2.09689709950714,,KR7303810006
IFADAUTOS,IFAD Autos PLC,56278060.003777996,USD,,,-0.303248297671546,1.4880396501826174,-0.20709571694333,-0.894321775731034,4.32269181119804,11.9905571794386,5.35198659225016,-0.820529594678776,0.9467779429049653,3.07971704550104,1.1502365974251798,Bangladesh,7.627672417348343,5521665.767159999,USD,19.81566820276498,26.213592233009702,9.704641350210974,-49.18114951962629,26,BDT,25.531842190318454,23.753003861742428,50.08224593955564,Retail trade,Specialty stores,1.35347402173774,5,BD0237IFADA9
